orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556466-5064,Mälardalens Antenn- & Teleteknik AB,Mälardalens Antenn- & Teleteknik AB,43210,,43210,UPPSALA,75591,HÄSSLE 87,Bolaget skall bedriva fastighetsarbeten samt försäljning och installationer av kommunikationsutrustning inom bildöverföring därtill hörande utrustning samt ävensom idka annan därmed förenlig verksamhet.,1993-05-26,active,,,,
556459-8216,Cederquist & Co Aktiebolag,Cederquist & Co Aktiebolag,70200,,70200,FJÄRÅS,43975,LÖVSJÖVÄGEN 10,"Bolaget skall bedriva konsultationer rörande verksamhets- utveckling, franchising och ledningsfrågor samt byggnads- och snickeriarbeten.",1993-01-25,active,,,,
556437-8163,Åby Fasad Aktiebolag,Åby Fasad Aktiebolag,43310,,43310,NORRKÖPING,60366,NAVESTADSGATAN 44,Bolaget skall bedriva fasadreparationer och förvalta och äga lös och fast egendom samt bedriva därmed förenlig verksamhet.,1992-02-17,active,,,,
556468-8660,Advokataktiebolaget Impiglia,Advokataktiebolaget Impiglia,69101,,69101,HÖGANÄS,26337,POLHEMSGATAN 5,Bolaget skall under förutsättning av medgivande av Sveriges Advokatsamfunds styrelse driva advokatverksamhet.,1993-06-23,active,,,,
556424-4712,Servicenter i Bålsta AB,Servicenter i Bålsta AB,43320,,43320; 33120; 43991; 81300; 64994,STOCKHOLM,10631,KIVRA:556424-4712,"Aktiebolaget ska bedriva service av och handel med motorfordon, entreprenadmaskiner, arbetsmaskiner och arbetsredskap jämte därmed förenlig verksamhet, reparation och tillverkning inom svets och smide jämte därmed förenlig verksamhet, äga och förvalta värdepapper och fastigheter, uthyrning av yrkesförare av motorfordon, entreprenadmaskiner och arbetsmaskiner jämte därmed förenlig verksamhet.",1991-05-16,active,,,,
556424-5164,Tord Holmström Åkeri Aktiebolag,Tord Holmström Åkeri Aktiebolag,49410,,49410,FLOBY,52153,HEDEN NYTORP 2,Bolaget skall bedriva biltransporter samt därmed förenlig verksamhet.,1991-04-23,active,,,,
556331-7758,Areskougs Åkeri Aktiebolag,Areskougs Åkeri Aktiebolag,49410,,49410,DÖSJEBRO,24471,BJÖRNSLUNDSVÄGEN 28,Bolaget skall bedriva godstransporter med bil samt idka därmed förenlig verksamhet.,1988-12-29,active,,,,
556424-7145,Berg och Anläggning i Stuvsta Aktiebolag,Berg och Anläggning i Stuvsta Aktiebolag,43120,,43120; 43130; 43999; 49410,HUDDINGE,14147,PARADISTORGET 2 D 3TR LGH 1303,"Bolaget skall bedriva köp och försäljning av mark och fastigheter, bergsprängning, mark och anläggningsarbeten, byggverksamhet, köp och försäljning av begagnade entreprenadmaskiner för mark och byggverksamhet, samt åkeri- rörelse och därmed förenlig verksamhet.",1991-04-17,active,,,,
556446-2801,Johan Elmblads Åkeri Aktiebolag,Johan Elmblads Åkeri Aktiebolag,49410,,49410; 16260,TREKANTEN,38898,HARBY 206,Bolaget skall driva lastbilsåkeri jämte därmed förenlig verksamhet.,1992-04-03,active,,,,
556333-0843,PeakPower AB,PeakPower AB,70200,,70200,NACKA,13104,BOX 4034,"Bolaget skall bedriva att tjäna pengar åt ägarna, bedriva inköp, upprustning, förvaltning och uthyrning av lokaler och fast egendom, konsultativ verksamhet och rådgivning rörande försäljning av konsumentprodukter, ekonomisk och marknadsförings konsultationer, utveckling och marknadsföring av mjukvara och utbildningsmodeller, handel med aktier och värdepapper, uthyrning av maskiner och inventarier samt därmed förenlig verksamhet.",1988-09-12,active,,,,
556465-7145,Larssons Glas AB,Larssons Glas AB,43342,,43342,LULEÅ,97346,SPANTGATAN 5,Bolaget skall bedriva glasmästeri samt därmed förenlig verksamhet.,1993-04-07,active,,,,
556333-3755,Peo's Åkeri i Duved AB,Peo's Åkeri i Duved AB,43120,,43120,DUVED,83771,KVARNBACKEN 23,Aktiebolaget ska bedriva åkerirörelse och maskinentreprenad- verksamhet samt därmed förenlig verksamhet.,1988-09-07,active,,,,
556472-8334,Rosenhag&Rosenhag AB,Rosenhag&Rosenhag AB,71121,,71121; 74130,NYBROSTRAND,27171,FLÄDERVÄGEN 5,Bolaget skall bedriva konsultverksamhet inom mark och miljö och därmed förenlig verksamhet. Bolaget ska även driva handel med värdepapper.,1993-09-14,active,,,,
556472-9191,Thomas Ripa Conditioning Aktiebolag,Thomas Ripa Conditioning Aktiebolag,70200,,70200,VÄSTRA FRÖLUNDA,42676,FÄLTSKÄRSGATAN 5,"Bolagets verksamhet är att tillhandahålla tjänster inom hållbar uteckling, ekonomi och annan företagsrådgivning samt hantverks- tjänster såsom fastighetsunderhållning, renovering, trädgårds- arbete och därmed förenlig verksamhet.",1993-09-21,active,,,,
556470-7379,Ectacor Aktiebolag,Ectacor Aktiebolag,71122,,71122,BROMMA,16860,FOLLINGBOGATAN 6,"Bolaget skall bedriva konsultverksamhet avseende utveckling och marknadsföring av medicinska metoder och utrustning, uthyrning av fastigheter, konferens- och båtcharterverksamhet, trädgårdshandelsverksamhet samt bedriva därmed förenlig verksamhet.",1993-08-05,active,,,,
556463-2874,Stiko Development Aktiebolag,Stiko Development Aktiebolag,71122,,71122,DIÖ,34371,BRYGGERIVÄGEN 8,"Bolaget skall bedriva produktutveckling och design av konsument- och industriprodukter, företrädsvis mekaniska konstruktioner.",1993-03-24,active,,,,
556444-9121,Plukab AB,Plukab AB,41000,,41000,VÄSTERÅS,72215,TORGGATAN 1,Bolaget ska bedriva från totalentreprenader till servicearbeten inom byggsektorn samt uthyrning av produkter inom byggsektorn.,1992-03-11,active,,,,
556399-7377,IT Development BTC AB,IT Development BTC AB,41000,,41000; 71121,TÄBY,18363,ROSPIGGSVÄGEN 7,"Bolaget ska ha till ändamål att utöva konsultverksamhet, försäljning och utveckling av elektroniska och mekaniska styrsystem för ljusreglering, energi och säkerhet. Konsultationer och entreprenader inom mark-, trädgårdsanläggningar och utbildning och information inom området och övriga med ovanstående förenlig verksamhet.",1990-06-28,active,,,,
556401-0303,Grävcenter i Falkenberg Aktiebolag,Grävcenter i Falkenberg Aktiebolag,43120,,43120,GLOMMEN,31198,LÖNESTIG 114,Bolaget skall bedriva gräv- och schaktningsverksamhet ävensom idka därmed förenlig verksamhet.,1990-07-04,active,,,,
556408-5933,Tomas Hald Industriservice Aktiebolag,Tomas Hald Industriservice Aktiebolag,49410,,49410,STRÖMSBRUK,82495,INDUSTRIVÄGEN,"Bolaget skall utföra transporter med lastbil, utföra lastningsarbeten med traktorlastare, bedriva tillverkning av emballage samt köp, försäljning och service av industrimaskiner främst för återvinning av plastprodukter och därmed förenlig verksamhet.",1990-10-16,active,,,,
556402-7935,Clintus AB,Clintus AB,69101,,69101,VAXHOLM,18535,FREDRIKSBERGSVÄGEN 10,Bolaget skall bedriva juridisk konsultverksamhet och ekonomisk förvaltning samt därmed förenlig verksamhet.,1990-09-06,active,,,,
556388-8782,Varpans Bygg AB,Varpans Bygg AB,41000,,41000,VÄSTERHANINGE,13737,FÖRRÅDSVÄGEN 2,Bolaget skall bedriva byggnadsverksamhet samt handel med fast egendom ävensom idka därmed förenlig verksamhet.,1990-03-12,active,,,,
556408-6022,Spårbyggnader Invest AB,Spårbyggnader Invest AB,42120,,42120,VÄSTERFÄRNEBO,73362,FÄRNEBO MUREN 121,Bolaget skall äga och förvalta aktier samt därmed förenlig verksamhet.,1990-10-16,active,,,,
556401-4131,Brålanda Gräv & Transport Aktiebolag,Brålanda Gräv & Transport Aktiebolag,49410,,49410; 01110,BRÅLANDA,46465,TROMBERG 222,"Bolaget skall bedriva verksamhet omfattande åkeriverksamhet, transporter, schaktning, last- och grävmaskinsarbeten, jordbruk med växtodlingsverksamhet, hästsportverksamhet samt idka därmed förenlig verksamhet.",1990-08-30,active,,,,
556418-3399,BENGTSSONS GRÄV & TRANSPORT I VARGÖN Aktiebolag,BENGTSSONS GRÄV & TRANSPORT I VARGÖN Aktiebolag,49410,,49410,VARGÖN,46832,STATIONSVÄGEN 35,Bolaget skall bedriva entreprenadverksamhet samt varutransporter med bil samt därmed förenlig verksamhet.,1991-03-06,active,,,,
556412-5374,R. A. Karlssons Gräv & Schakt AB,R. A. Karlssons Gräv & Schakt AB,43221,,43221,HUDDINGE,14130,EKBACKSVÄGEN 4 C,Föremålet för bolagets verksamhet är schaktningsarbeten samt service och installationer i VVS-branschen och därmed förenlig verksamhet.,1990-11-23,active,,,,
556418-1146,ISOR Transport Aktiebolag,ISOR Transport Aktiebolag,49410,,49410; 01500,VEDDIGE,43268,VÄSTRA DEROME 14,Bolaget skall idka åkeri och lantbruk och därmed förenlig verksamhet.,1991-02-28,active,,,,
556421-0044,Birgitta von Sydow Aktiebolag,Birgitta von Sydow Aktiebolag,69102,,69102,GÖTEBORG,41134,ARKIVGATAN 12,Föremålet för bolagets verksamhet är att bedriva juridisk rådgivning och därmed förenlig verksamhet.,1991-02-27,active,,,,
556420-4492,Ekonomi i Ale AB,Ekonomi i Ale AB,69201,,69201,ÄLVÄNGEN,44637,HÅLSTENSVÄGEN 6,Aktiebolaget ska utföra redovisningstjänster och därmed förenlig verksamhet.,1991-05-24,active,,,,
556419-5427,Stadsmålarna Bygg & Fasad AB,Stadsmålarna Bygg & Fasad AB,43341,,43341,SOLLENTUNA,19140,SOLLENTUNAVÄGEN 55,"Bolaget skall bedriva bygg- och anläggningsverksamhet, måleri- verksamhet, renoveringsarbeten av fasader, uthyrning av ställningar och industrimaskiner i anslutning därtill samt försäljning av till verksamheten förenliga produkter samt därmed förenlig verksamhet.",1991-02-28,active,,,,
556435-0642,L G Åkerbergs Åkeri Aktiebolag,L G Åkerbergs Åkeri Aktiebolag,49410,,49410,TROSA,61934,NYÄNGSVÄGEN 47  LGH 1010,Bolaget skall bedriva åkeriverksamhet ävensom idka därmed förenlig verksamhet.,1991-10-16,active,,,,
556438-8295,AB T.E. Palmén Partners Garden,AB T.E. Palmén Partners Garden,70200,,70200,ÄNGELHOLM,26261,BJÄREVÄGEN 87,Bolaget ska bedriva försäljning av konsulttjänster avseende personal- och företagsutveckling och därmed förenlig verksamhet.,1991-12-17,active,,,,
556439-5431,G4 Capital AB,G4 Capital AB,70100,,70100,GÖTEBORG,40316,BOX 2398,Bolaget har till föremål för sin verksamhet att investera i samt förvalta fast och lös egendom och därmed förenlig verksamhet samt bedriva konsultation inom koncernbolag.,1992-01-09,active,,,,
556434-4843,Bernt Anderssons Schakt i Falköping Aktiebolag,Bernt Anderssons Schakt i Falköping Aktiebolag,43120,,43120,FALKÖPING,52196,VÄSTERBOVÄGEN 3  TORBJÖRNTORP,Bolagets verksamhet är att bedriva gräv- och markentreprenad och därmed förenlig verksamhet.,1991-10-09,active,,,,
556434-4892,Bumstead Aktiebolag,Bumstead Aktiebolag,70200,,70200; 82990,EKERÖ,17832,SKÄLUDDSVÄGEN 3,"Bolaget har till föremål för sin verksamhet att  -lämna råd och biträde i ekonomiska frågor i allmänhet och finansierings- och marknadsföringsfrågor i synnerhet, -äga, förvalta, upplåta och bedriva handel med fast och lös egendom, -utföra författar- och översättningsuppdrag, -utveckla datasystem, utarbeta dataprogram, utföra bearbetning i datamaskin, samt marknadsföra och försälja datatjänster och andra administrativa tjänster, -utföra fotograferingsuppdrag samt marknadsföra och försälja fotografiska bilder, -producera och arrangera evenemang, -publicera musik och litteratur, -förmedla och tillhandahålla skådespelare, -äga och förvalta aktier i andra bolag, samt -bedriva annan med ovan angivna verksamheter förenlig rörelse.",1991-10-11,active,,,,
556421-4624,Talludden Finanskonsult AB,Talludden Finanskonsult AB,70200,,70200,STOCKHOLM,11260,WIVALLIUSGATAN 13  LGH 1801,"Bolaget skall sälja och utföra konsulttjänster i första hand åt företag verksamma i bank-, finans- och försäkringssektorerna i Sverige. Konsulttjänsterna skall främst utgöras av förändringsledning, analysarbete och rådgivning inom risk- och värdepappersområdet.",1991-03-07,active,,,,
556423-4218,KFS Anläggningskonstruktörer Aktiebolag,KFS Anläggningskonstruktörer Aktiebolag,71121,,71121,SOLNA,16970,GÅRDSVÄGEN 13,"Bolagets verksamhet skall vara rådgivande ingenjörsverksamhet inom bygg- och anläggningssektorn samt även därmed förenlig verksamhet. Verksamheten skall anses innefatta även ekonomisk och administrativ konsult- och finansieringsverksamhet samt ägande, förvaltning och förmedling av fast och lös egendom i syfte att på ett ändamålsenligt sätt förvalta bolagets medel.",1991-04-11,active,,,,
556440-6204,Ljunggrens Bygg & Pool AB,Ljunggrens Bygg & Pool AB,69101,,69101,SKÖVDE,54133,SOMMARVÄGEN 2,"Bolaget skall bedriva verksamhet inom bygg, fastighetsförvaltning, fastighetsunderhåll och juridisk rådgivning.",1992-01-23,active,,,,
556438-6414,LBA Elbesiktning AB,LBA Elbesiktning AB,71124,,71124,MALMÖ,21213,DÖBELNSGATAN 3 A,"Föremålet för bolagets verksamhet är konsultverksamhet med inriktning på rådgivning, kontroll och besiktning av elektriska anläggningar och därmed förenlig verksmahet.",1991-12-18,active,,,,
556428-2985,PeWe Elektriska Aktiebolag,PeWe Elektriska Aktiebolag,43210,,43210,DJURHAMN,13975,NORRVÄGEN 30,Bolaget skall bedriva elinstallationer.,1991-09-10,active,,,,
556448-8392,Stegarås & Söner AB,Stegarås & Söner AB,70200,,70200,TÄBY,18357,DJURSHOLMSVÄGEN 73,"Bolaget skall bedriva konsultverksamhet inom affärsområdena ekonomi och administration, programmering och systemutveckling, informationsteknologi och interaktiva medier, projektledning och management, resor, utbildning, inredning och restaurang samt sälja produkter och tjänster inom dessa områden. Vidare skall bolaget bedriva båtcharterverksamehet. Bolaget skall ävensom lokalisera och förädla lämpliga investeringsobjekt, bedriva handel med värdepapper, ädelmetaller, konst och fast egendom samt idka därmed förenlig verksamhet.",1992-05-27,active,,,,
556449-6379,Konsultbolaget Canreda Aktiebolag,Konsultbolaget Canreda Aktiebolag,70200,,70200,GÄVLE,80284,TREDJE TVÄRGATAN 24 A,"Bolaget skall bedriva fastighetsförvaltarverksamhet och ekonomisk, juridisk uppdragsverksamhet åt aktiebolag, eget ägt fastighetsförvaltande samt därmed förenlig verksamhet.",1992-09-01,active,,,,
556454-3048,Solomio Ekonomi AB,Solomio Ekonomi AB,69201,,69201; 71122,SANDARED,51831,VIKHÖJDSVÄGEN 8,"Bolagets verksamhet ska vara att bedriva redovisning, konsultationer inom redovisning, ekonomistyrning, skatter och bolagsrätt, handel med aktier och värdepapper, förvaltning av fast och lös egendom samt därmed förenlig verksamhet.",1992-10-22,active,,,,
556434-7929,Råå Revisionsbyrå AB,Råå Revisionsbyrå AB,69202,,69202,RÅÅ,25269,ÖSTERGATAN 19,Aktiebolaget ska bedriva revisionsverksamhet samt därmed förenlig verksamhet.,1991-10-29,active,,,,
556451-7083,Kristianstad Advokatbyrå Magnus Bolmstrand AB,Kristianstad Advokatbyrå Magnus Bolmstrand AB,69101,,69101,ÅHUS,29631,Västergatan 4,Bolaget skall uteslutande driva advokatverksamhet.,1992-09-04,active,,,,
556454-0390,Advokatfirman Bergman & Partners AB,Advokatfirman Bergman & Partners AB,69101,,69101,TÄBY,18352,ALLÉVÄGEN 16,Bolaget skall bedriva advokatverksamhet.,1992-10-05,active,,,,
556470-0655,Redovisning & Bokföring Redbok Aktiebolag,Redovisning & Bokföring Redbok Aktiebolag,69201,,69201,STOCKHOLM,13570,SOLKRAFTSVÄGEN 25,"Bolaget skall bedriva bokföring, redovisning, ekonomi och konsultverksamhet inom förevarande områden. Bolaget skall förvalta och äga fast och lös egendom. Bolaget skall idka lånerörelse, dock ej sådan verksamhet som avses i lag om bankrörelse eller i lag om kreditrörelse.",1993-07-20,active,,,,
556442-7762,Nils Skoglund Måleri AB,Nils Skoglund Måleri AB,43341,,43341,LEKSAND,79326,BOX 260,Bolaget skall bedriva byggnadsmåleri ävensom idka därmed förenlig verksamhet.,1992-02-03,active,,,,
556368-2730,Actionstep Aktiebolag,Actionstep Aktiebolag,70200,,70200; 74990,KUNGSBACKA,43495,HÖGLANDAVÄGEN 177,"Föremålet för bolagets verksamhet är att bedriva konsult- verksamhet inom management och data, äga och förvalta fastigheter och värdepapper samt att bedriva avel, uppfödning och träning av hästar och därmed förenlig verksamhet.",1989-08-10,active,,,,
556369-2721,Osaposa Aktiebolag,Osaposa Aktiebolag,43341,,43341,HÖKERUM,52398,VINGS TOMTA 122,"Bolaget skall berdriva målning av vägmarkeringar, uthyrning av maskiner och arbetsredskap, uppsättning och montering av inbrotts- och brandlarm liksom hemelektronik, konfektionering av klädesplagg, mönsterkonstruktion, köp och försäljning av textil och konfektionsvaror samt idka därmed förenlig verksamhet.",1989-09-18,active,,,,
556444-8842,Blåregn Aktiebolag,Blåregn Aktiebolag,43350,,43350; 71121; 64994,BILLDAL,42750,HEDENS STATIONSVÄG 9,Bolaget ska äga och förvalta fast egendom samt bedriva bygg- och projektkonsultationer ävensom idka därmed förenlig verksamhet. Bolaget skall även bedriva handel med värdepapper och därmed förenlig verksamhet.,1992-04-09,active,,,,
556329-8792,H E Sälj & Transport Aktiebolag,H E Sälj & Transport Aktiebolag,49410,,49410,STOCKHOLM,11540,TEGELUDDSVÄGEN 32,Bolaget skall bedriva uppdrag inom vägtransport - och godstrafikområdet samt försäljning genom säljbolag till dagligvaruhandeln.,1988-07-08,active,,,,
556422-6479,RYBÅ VVS Invest AB,RYBÅ VVS Invest AB,71124,,71124,GAGNEF,78530,TEGELBRUKSVÄGEN 2,Föremålet för bolagets verksamhet är att bedriva konsultation inom VVS-branschen samt bedriva handel med och förvaltning av fast och lös egendom företrädesvis avseende fastigheter och värdepapper samt bedriva uthyrning i anslutning därtill ävensom idka därmed förenlig verksamhet.,1991-04-12,active,,,,
556461-4245,H L Markservice Aktiebolag,H L Markservice Aktiebolag,43120,,43120,TUMBA,14739,HIMMELSBODAVÄGEN 17,"Bolaget skall utföra mark- och anläggningarbeten, renovering av tak samt därmed förenlig verksamhet.",1993-02-05,active,,,,
556446-9616,Juristfirman Lars Engstrand Aktiebolag,Juristfirman Lars Engstrand Aktiebolag,69101,,69101,STOCKHOLM,11426,STUREPARKEN 3,Bolaget skall bedriva juridisk konsultverksamhet.,1992-04-16,active,,,,
556469-4346,SWEDEWAY Transport & Allservice Aktiebolag,SWEDEWAY Transport & Allservice Aktiebolag,49410,,49410; 47820; 52260,JORDBRO,13650,ÖVRE DÅNTORPSVÄGEN 15,"Bolaget skall utföra vägtransporter, service- och uppdragstjänster i samband med detta, köpa, sälja och förmedla kontors- och datautrustning, fordon, att utföra elinstallation och elservice samt idka därmed sammanhängande verksamhet.",1993-08-18,active,,,,
556457-6857,Complexa AB,Complexa AB,70200,,70200; 68201; 68320; 69202; 81100,STOCKHOLM,10724,BOX 70355,"Aktiebolagets verksamhet ska vara att äga och förvalta fastig- heter, att bedriva byggnadsverksamhet med inriktning på underhåll och reparation, att bedriva affärs- och organisationsutveckling, att bedriva utrednings- och utvärderingsverksamhet i stora organisationer samt bedriva annan därmed förenlig verksamhet.",1992-12-22,active,,,,
556462-6231,Nukred Aktiebolag,Nukred Aktiebolag,69201,,69201; 69202,FALKENBERG,31145,RYGGÅSVÄGEN 11,Bolaget skall bedriva revisionsverksamhet och tillhandahålla redovisningstjänster samt därmed förenlig verksamhet.,1993-02-19,active,,,,
556345-5160,Smista El & Styr AB,Smista El & Styr AB,43210,,43210,ÅRSTA,12044,FISKHALLSVÄGEN 16,Bolaget skall bedriva elektrisk installationsverksamhet samt därmed förenlig verksamhet.,1989-01-04,active,,,,
556400-7242,Bad och Toaspecialisten i Hedemora AB,Bad och Toaspecialisten i Hedemora AB,43221,,43221,HEDEMORA,77690,HAMRE 68,"Bolaget skall driva VVS-rörelse, internethandel med VVS-produkter samt därmed förenlig verksamhet.",1990-08-30,active,,,,
556400-7267,Digiman AB,Digiman AB,71121,,71121,GÄVLE,80257,GUBBÄCKSVÄGEN 31,"Bolaget skall bedriva utbildning och konsultverksamhet inom informationsteknologi och samhällsteknik samt försäljning av snöskotrar, motorcyklar, båtar, datorutrustning och hemelektronik samt tillbehör till och service av dessa.",1990-07-03,active,,,,
556397-8781,Stig Thorell Åkeri Aktiebolag,Stig Thorell Åkeri Aktiebolag,49410,,49410,UPPSALA,75550,GINSTVÄGEN 44,Bolaget skall idka åkerirörelse samt därmed förenlig verksamhet.,1990-06-12,active,,,,
556402-1060,Sparreholms marknads- och landsbygdsforskning Aktiebolag,Sparreholms marknads- och landsbygdsforskning Aktiebolag,69201,,69201,SPARREHOLM,64930,LANDSVÄGSGATAN 41,"Bolaget skall bedriva konsultverksamhet och rådgivning rörande landsbygdsutveckling, marknadsföring och ekonomi, driva handel med landsbygdsprodukter samt idka därmed förenlig verksamhet, bedriva värdepappershandel, tillhandahålla redovisningstjänster samt Ayrvedisk - hälsorådgivning, och -kroppsvård och andra alternativa behandlingsformer samt försäljning av kroppsvårdsprodukter.",1990-08-31,active,,,,
556402-1797,Rolfstorps Träindustri o Byggtjänst AB,Rolfstorps Träindustri o Byggtjänst AB,41000,,41000,ROLFSTORP,43297,VALINGE SÄM 21,Bolaget skall bedriva byggnadsentreprenad samt handel med fastigheter och värdepapper ävensom idka därmed förenlig verksamhet.,1990-09-27,active,,,,
556402-2175,P.E.G. Olsson Åkeri Aktiebolag,P.E.G. Olsson Åkeri Aktiebolag,49410,,49410,STAFFANSTORP,24592,FLINTEVÅNGSVÄGEN 127-35,Bolaget skall bedriva lastbilsåkerirörelse jämte därmed förenlig verksamhet.,1990-08-14,active,,,,
556398-0787,Xamson Group AB,Xamson Group AB,70200,,70200; 71122,KARLSKOGA,69125,BOX 235,"Bolaget skall bedriva konsultverksamhet inom administration, företagsledning, teknisk konsultverksamhet inom mekanik och elektronik, förvaltning av fast egendom, förvaltning av värdepapper samt därmed förenlig verksamhet.",1990-05-31,active,,,,
556385-7944,Söderhamns Trailerkonsult Aktiebolag,Söderhamns Trailerkonsult Aktiebolag,49410,,49410,SÖDERHAMN,82640,Milstensvägen 7,"Bolaget skall bedriva trailertransporter samt äga och förvalta värdepapper och fast egendom, ävensom idka därmed förenlig verksamhet.",1990-02-01,active,,,,
556408-8531,Nordmarks Åkeri Aktiebolag,Nordmarks Åkeri Aktiebolag,49410,,49410,ULLÅNGER,87395,ÄSKJA 305,Bolaget skall bedriva åkerirörelse ävensom idka därmed förenlig verksamhet.,1990-10-17,active,,,,
556390-7665,Rörbolaget i Stockholm Aktiebolag,Rörbolaget i Stockholm Aktiebolag,43221,,43221,BROMMA,16867,RANHAMMARSVÄGEN 16,"Föremålet för bolagets verksamhet är att bedriva rörgrossist- rörelse och installation av rör samt idka därmed förenlig verksamhet, där jämte ska värdepappershandel drivas.",1990-03-27,active,,,,
556408-1734,"B & P, Boje & Partners Aktiebolag","B & P, Boje & Partners Aktiebolag",70200,,70200; 66190; 69201,LIDINGÖ,18155,REFLEKTORSTIGEN 2  LGH 1501,Bolaget skall bedriva ekonomiska konsultativa tjänster samt därmed fören verksamhet.,1991-04-24,active,,,,
556414-0944,K. Lestander Entreprenör Aktiebolag,K. Lestander Entreprenör Aktiebolag,43999,,43999,SALTSJÖ-DUVNÄS,13150,PATRONS VÄG 4,Bolaget ska bedriva markentreprenad och därmed förenlig verksamhet.,1990-12-10,active,,,,
556416-4274,Piffi Transport Aktiebolag,Piffi Transport Aktiebolag,49410,,49410,HÄSSLEHOLM,28192,NÖSDALA 6044 B,Bolaget skall bedriva åkeriverksamhet ävensom idka därmed förenlig verksamhet.,1991-01-03,active,,,,
556420-5176,Exploranden AB,Exploranden AB,70200,,70200,STOCKHOLM,12066,HAMMARBY ALLÉ 175,"Bolaget skall bedriva förmedling och värdering av företag och näringsfastigheter. Uthyrningsverksamhet avseende lokaler, lägenheter och fastigheter i och utanför Sverige. Besiktningar, värdering samt uthyrning av båtar i och utanför Sverige. Konsulttjänster inom management, marknad, ekonomi, personal och it samt därmed förenlig verksamhet.",1991-02-25,active,,,,
556416-3466,Kenneth Karlsson Åkeri Aktiebolag,Kenneth Karlsson Åkeri Aktiebolag,49410,,49410,HABO,56633,FALKGATAN 17,Bolaget skall bedriva åkerirörelse och därmed förenlig verksamhet.,1991-01-16,active,,,,
556428-5822,Järfälla VA- & Byggentreprenad Aktiebolag,Järfälla VA- & Byggentreprenad Aktiebolag,42210,,42210; 42110; 43999; 43120,JÄRFÄLLA,17748,BÄLLSTAÅGATAN 18,Bolaget skall äga och förvalta fastigheter samt bedriva konsultverksamhet inom anläggnings- och byggnadssektorn samt därmed förenlig verksamhet.,1991-10-29,active,,,,
556430-0613,Konsult Percy Modig Aktiebolag,Konsult Percy Modig Aktiebolag,71122,,71122,VIRSERUM,57771,EVAGATAN 10,"Bolaget skall bedriva tillverkning, handel samt försäljning av verktygsslipmaskiner, (CNC-maskiner) ävensom idka därmed förenlig verksamhet.",1991-07-22,active,,,,
556437-5078,Stångevik Aktiebolag,Stångevik Aktiebolag,70200,,70200,OSKARSHAMN,57235,VERKSTADSGATAN 20,"Bolaget skall bedriva produkt-, administrations-, och affärsutveckling genom konsultinsatser inom industrisektorn, främst verkstadsindustrin, bedriva handel med och uthyrning av produkter inom främst verkstads- och platsindustrin, bedriva förvaltning av egendom eller bedriva annan därmed förenlig verksamhet.",1991-12-20,active,,,,
556435-7969,Fryx Industrial Partner AB,Fryx Industrial Partner AB,70200,,70200,ÖREBRO,70230,HAGALUNDSVÄGEN 35,"Bolaget skall bedriva konsultverksamhet gällande ingenjörs- tjänster till teknikföretag och verkstadsindustrin, äga och förvalta lös och fast egendom, samt därmed förenlig verksamhet.",1991-10-29,active,,,,
556420-7453,Alten Sverige Aktiebolag,Alten Sverige Aktiebolag,71123,,71123; 74110; 62201; 71129; 71122,GÖTEBORG,41104,KÄMPEGATAN 10,"Bolaget ska bedriva konsultverksamhet inom IT, livsvetenskap, teknik och ledning samt därmed förenlig verksamhet.",1991-02-19,active,,,,
556434-7382,VVS-Pro Lennart Berg Aktiebolag,VVS-Pro Lennart Berg Aktiebolag,71124,,71124,GÄVLE,80267,Branta Gränd 6,"Bolaget ska bedriva handel, konsulting och utbildning inom VVS-området samt därmed förenlig verksamhet.",1991-10-30,active,,,,
556437-4477,Bo och Bygg i Stockholm Aktiebolag,Bo och Bygg i Stockholm Aktiebolag,41000,,41000,ENEBYBERG,18247,HÖGLIDSVÄGEN 3,"Bolaget skall utföra byggnadsarbeten samt bedriva import och handel med byggnadsprodukter, aktier, andra värdepapper och fastigheter ävensom idka därmed förenlig verksamhet.",1991-11-18,active,,,,
556440-7350,Björn Ask Förvaltnings AB,Björn Ask Förvaltnings AB,41000,,41000,FIGEHOLM,57295,STORA GRÖNÖ 6,"Jordbruk-och skogsförvaltning. Snöröjning. Byggverksamhet, ny om- och tillbyggnad, renovering och reparation, konsultverksamhet inom byggbranschen såsom samordning, projektering, kalkylering och uppföljning, maskinentreprenader såsom tillhandahållande av maskintjänster inom fastighetsskötsel, fastighetsförvaltning, handel med och förvaltning av fastigheter samt därmed förenlig verksamhet.",1992-01-07,active,,,,
556440-3607,PERSSONS BUSS I VISBY Aktiebolag,PERSSONS BUSS I VISBY Aktiebolag,49320,,49320,VISBY,62158,CYPRESSGATAN 5,Bolaget skall bedriva persontransporter och arrangera egna resor såväl inom som utom landet samt bedriva busstvätt och verkstadsrörelse jämte därmed förenlig verksamhet.,1992-01-14,active,,,,
